ID,Supplements,Category,,,,,,,,,,,,,
1985,ruby red grapefruit juice blend (grapefruit,Food & Drinks,,,,,,,,,,,,,
1986,rudi's,Food & Drinks,,,,,,,,,,,,,
1987,ruffed grouse,Food & Drinks,,,,,,,,,,,,,
1988,rutabagas,Food & Drinks,,,,,,,,,,,,,
1989,rye flour,Food & Drinks,,,,,,,,,,,,,
1990,rye grain,Food & Drinks,,,,,,,,,,,,,
1991,sage valley,Food & Drinks,,,,,,,,,,,,,
1992,salad dressing,Food & Drinks,,,,,,,,,,,,,
1993,salami,Food & Drinks,,,,,,,,,,,,,
1994,salisbury steak with gravy,Food & Drinks,,,,,,,,,,,,,
1995,salmon,Food & Drinks,,,,,,,,,,,,,
1996,salmon nuggets,Food & Drinks,,,,,,,,,,,,,
1997,salmonberries,Food & Drinks,,,,,,,,,,,,,
1998,salsify,Food & Drinks,,,,,,,,,,,,,
1999,salt,Food & Drinks,,,,,,,,,,,,,
2000,sandwich spread,Food & Drinks,,,,,,,,,,,,,
2001,sapodilla,Food & Drinks,,,,,,,,,,,,,
2002,sapote,Food & Drinks,,,,,,,,,,,,,
2003,sauce,Food & Drinks,,,,,,,,,,,,,
2004,sauerkraut,Food & Drinks,,,,,,,,,,,,,
2005,sausage,Food & Drinks,,,,,,,,,,,,,
2006,schar,Food & Drinks,,,,,,,,,,,,,
2007,schiff,Food & Drinks,,,,,,,,,,,,,
2008,school lunch,Food & Drinks,,,,,,,,,,,,,
2009,scrapple,Food & Drinks,,,,,,,,,,,,,
2010,sea cucumber,Food & Drinks,,,,,,,,,,,,,
2011,sea lion,Food & Drinks,,,,,,,,,,,,,
2012,seal,Food & Drinks,,,,,,,,,,,,,
2013,seasoning mix,Food & Drinks,,,,,,,,,,,,,
2014,seaweed,Food & Drinks,,,,,,,,,,,,,
2015,seeds,Food & Drinks,,,,,,,,,,,,,
2016,semolina,Food & Drinks,,,,,,,,,,,,,
2017,sesbania flower,Food & Drinks,,,,,,,,,,,,,
2018,shake,Food & Drinks,,,,,,,,,,,,,
2019,shallots,Food & Drinks,,,,,,,,,,,,,
2020,sherbet,Food & Drinks,,,,,,,,,,,,,
2021,shortening,Food & Drinks,,,,,,,,,,,,,
2022,shortening bread,Food & Drinks,,,,,,,,,,,,,
2023,shortening cake mix,Food & Drinks,,,,,,,,,,,,,
2024,shortening confectionery,Food & Drinks,,,,,,,,,,,,,
2025,shortening frying (heavy duty),Food & Drinks,,,,,,,,,,,,,
2026,shortening household soybean (hydrogenated) and palm,Food & Drinks,,,,,,,,,,,,,
2027,shortening industrial,Food & Drinks,,,,,,,,,,,,,
2028,silk banana-strawberry soy yogurt,Food & Drinks,,,,,,,,,,,,,
2029,silk black cherry soy yogurt,Food & Drinks,,,,,,,,,,,,,
2030,silk blueberry soy yogurt,Food & Drinks,,,,,,,,,,,,,
2031,silk chai,Food & Drinks,,,,,,,,,,,,,
2032,silk chocolate,Food & Drinks,,,,,,,,,,,,,
2033,silk coffee,Food & Drinks,,,,,,,,,,,,,
2034,silk french vanilla creamer,Food & Drinks,,,,,,,,,,,,,
2035,silk hazelnut creamer,Food & Drinks,,,,,,,,,,,,,
2036,silk key lime soy yogurt,Food & Drinks,,,,,,,,,,,,,
2037,silk light chocolate,Food & Drinks,,,,,,,,,,,,,
2038,silk light plain,Food & Drinks,,,,,,,,,,,,,
2039,silk light vanilla,Food & Drinks,,,,,,,,,,,,,
2040,silk mocha,Food & Drinks,,,,,,,,,,,,,
2041,silk nog,Food & Drinks,,,,,,,,,,,,,
2042,silk original creamer,Food & Drinks,,,,,,,,,,,,,
2043,silk peach soy yogurt,Food & Drinks,,,,,,,,,,,,,
2044,silk plain,Food & Drinks,,,,,,,,,,,,,
2045,silk plain soy yogurt,Food & Drinks,,,,,,,,,,,,,
2046,silk plus fiber,Food & Drinks,,,,,,,,,,,,,
2047,silk plus for bone health,Food & Drinks,,,,,,,,,,,,,
2048,silk plus omega-3 dha,Food & Drinks,,,,,,,,,,,,,
2049,silk raspberry soy yogurt,Food & Drinks,,,,,,,,,,,,,
2050,silk strawberry soy yogurt,Food & Drinks,,,,,,,,,,,,,
2051,silk unsweetened,Food & Drinks,,,,,,,,,,,,,
2052,silk vanilla,Food & Drinks,,,,,,,,,,,,,
2053,silk vanilla soy yogurt (family size),Food & Drinks,,,,,,,,,,,,,
2054,silk vanilla soy yogurt (single serving size),Food & Drinks,,,,,,,,,,,,,
2055,silk very vanilla,Food & Drinks,,,,,,,,,,,,,
2056,smart soup,Food & Drinks,,,,,,,,,,,,,
2057,smelt,Food & Drinks,,,,,,,,,,,,,
2058,snack,Food & Drinks,,,,,,,,,,,,,
2059,snacks,Food & Drinks,,,,,,,,,,,,,
2060,sorghum flour,Food & Drinks,,,,,,,,,,,,,
2061,sorghum grain,Food & Drinks,,,,,,,,,,,,,
2062,soup,Food & Drinks,,,,,,,,,,,,,
2063,sour cream,Food & Drinks,,,,,,,,,,,,,
2064,sour dressing,Food & Drinks,,,,,,,,,,,,,
2065,sourdock,Food & Drinks,,,,,,,,,,,,,
2066,soursop,Food & Drinks,,,,,,,,,,,,,
2067,soy flour,Food & Drinks,,,,,,,,,,,,,
2068,soy meal,Food & Drinks,,,,,,,,,,,,,
2069,soy protein concentrate,Food & Drinks,,,,,,,,,,,,,
2070,soy protein isolate,Food & Drinks,,,,,,,,,,,,,
2071,soy sauce,Food & Drinks,,,,,,,,,,,,,
2072,soy sauce made from hydrolyzed vegetable protein,Food & Drinks,,,,,,,,,,,,,
2073,soy sauce made from soy (tamari),Food & Drinks,,,,,,,,,,,,,
2074,soy sauce made from soy and wheat (shoyu),Food & Drinks,,,,,,,,,,,,,
2075,soybean,Food & Drinks,,,,,,,,,,,,,
2076,soybeans,Food & Drinks,,,,,,,,,,,,,
2077,soymilk,Food & Drinks,,,,,,,,,,,,,
2078,soymilk (all flavors),Food & Drinks,,,,,,,,,,,,,
2079,spaghetti,Food & Drinks,,,,,,,,,,,,,
2080,spaghetti with meat sauce,Food & Drinks,,,,,,,,,,,,,
2081,spanish rice mix,Food & Drinks,,,,,,,,,,,,,
2082,spearmint,Food & Drinks,,,,,,,,,,,,,
2083,spelt,Food & Drinks,,,,,,,,,,,,,
2084,spices,Food & Drinks,,,,,,,,,,,,,
2085,spinach,Food & Drinks,,,,,,,,,,,,,
2086,spinach souffle,Food & Drinks,,,,,,,,,,,,,
2087,split pea soup,Food & Drinks,,,,,,,,,,,,,
2088,split pea with ham soup,Food & Drinks,,,,,,,,,,,,,
2089,squab,Food & Drinks,,,,,,,,,,,,,
2090,squash,Food & Drinks,,,,,,,,,,,,,
2091,squirrel,Food & Drinks,,,,,,,,,,,,,
2092,steelhead trout,Food & Drinks,,,,,,,,,,,,,
2093,stew,Food & Drinks,,,,,,,,,,,,,
2094,stew/soup,Food & Drinks,,,,,,,,,,,,,
2095,stinging nettles,Food & Drinks,,,,,,,,,,,,,
2096,strawberries,Food & Drinks,,,,,,,,,,,,,
2097,strawberry-flavor beverage mix,Food & Drinks,,,,,,,,,,,,,
2098,strudel,Food & Drinks,,,,,,,,,,,,,
2099,subway,Food & Drinks,,,,,,,,,,,,,
2100,succotash,Food & Drinks,,,,,,,,,,,,,
2101,sugar,Food & Drinks,,,,,,,,,,,,,
2102,sugar-apples,Food & Drinks,,,,,,,,,,,,,
2103,sugars,Food & Drinks,,,,,,,,,,,,,
2104,sweet potato,Food & Drinks,,,,,,,,,,,,,
2105,sweet potato leaves,Food & Drinks,,,,,,,,,,,,,
2106,sweet potato puffs,Food & Drinks,,,,,,,,,,,,,
2107,sweet potatoes,Food & Drinks,,,,,,,,,,,,,
2108,sweet rolls,Food & Drinks,,,,,,,,,,,,,
2109,sweetener,Food & Drinks,,,,,,,,,,,,,
2110,sweeteners,Food & Drinks,,,,,,,,,,,,,
2111,swisswurst,Food & Drinks,,,,,,,,,,,,,
2112,syrup,Food & Drinks,,,,,,,,,,,,,
2113,syrups,Food & Drinks,,,,,,,,,,,,,
2114,t.g.i. friday's,Food & Drinks,,,,,,,,,,,,,
2115,taco bell,Food & Drinks,,,,,,,,,,,,,
2116,taco shells,Food & Drinks,,,,,,,,,,,,,
2117,tamales,Food & Drinks,,,,,,,,,,,,,
2118,tamales (navajo),Food & Drinks,,,,,,,,,,,,,
2119,tamarind nectar,Food & Drinks,,,,,,,,,,,,,
2120,tamarinds,Food & Drinks,,,,,,,,,,,,,
2121,tangerine juice,Food & Drinks,,,,,,,,,,,,,
2122,tangerines,Food & Drinks,,,,,,,,,,,,,
2123,tapioca,Food & Drinks,,,,,,,,,,,,,
2124,taquitos,Food & Drinks,,,,,,,,,,,,,
2125,taro,Food & Drinks,,,,,,,,,,,,,
2126,taro leaves,Food & Drinks,,,,,,,,,,,,,
2127,taro shoots,Food & Drinks,,,,,,,,,,,,,
2128,tart,Food & Drinks,,,,,,,,,,,,,
2129,tea,Food & Drinks,,,,,,,,,,,,,
2130,teff,Food & Drinks,,,,,,,,,,,,,
2131,tempeh,Food & Drinks,,,,,,,,,,,,,
2132,tennis bread,Food & Drinks,,,,,,,,,,,,,
2133,thuringer,Food & Drinks,,,,,,,,,,,,,
2134,thyme,Food & Drinks,,,,,,,,,,,,,
2135,toaster pastries,Food & Drinks,,,,,,,,,,,,,
2136,toddler drink,Food & Drinks,,,,,,,,,,,,,
2137,toddler formula,Food & Drinks,,,,,,,,,,,,,
2138,tofu,Food & Drinks,,,,,,,,,,,,,
2139,tofu yogurt,Food & Drinks,,,,,,,,,,,,,
2140,tomatillos,Food & Drinks,,,,,,,,,,,,,
2141,tomato and vegetable juice,Food & Drinks,,,,,,,,,,,,,
2142,tomato juice,Food & Drinks,,,,,,,,,,,,,
2143,tomato powder,Food & Drinks,,,,,,,,,,,,,
2144,tomato products,Food & Drinks,,,,,,,,,,,,,
2145,tomato sauce,Food & Drinks,,,,,,,,,,,,,
2146,tomatoes,Food & Drinks,,,,,,,,,,,,,
2147,topping,Food & Drinks,,,,,,,,,,,,,
2148,toppings,Food & Drinks,,,,,,,,,,,,,
2149,tortellini,Food & Drinks,,,,,,,,,,,,,
2150,tortilla,Food & Drinks,,,,,,,,,,,,,
2151,tortilla chips,Food & Drinks,,,,,,,,,,,,,
2152,tortillas,Food & Drinks,,,,,,,,,,,,,
2153,tostada shells,Food & Drinks,,,,,,,,,,,,,
2154,tree fern,Food & Drinks,,,,,,,,,,,,,
2155,triticale,Food & Drinks,,,,,,,,,,,,,
2156,triticale flour,Food & Drinks,,,,,,,,,,,,,
2157,turkey,Food & Drinks,,,,,,,,,,,,,
2158,turkey and gravy,Food & Drinks,,,,,,,,,,,,,
2159,turkey breast,Food & Drinks,,,,,,,,,,,,,
2160,turkey from whole,Food & Drinks,,,,,,,,,,,,,
2161,turkey pot pie,Food & Drinks,,,,,,,,,,,,,
2162,turkey roast,Food & Drinks,,,,,,,,,,,,,
2163,turkey sticks,Food & Drinks,,,,,,,,,,,,,
2164,turkey thigh,Food & Drinks,,,,,,,,,,,,,
2165,turnip greens,Food & Drinks,,,,,,,,,,,,,
2166,turnip greens and turnips,Food & Drinks,,,,,,,,,,,,,
2167,turnips,Food & Drinks,,,,,,,,,,,,,
2168,turnover,Food & Drinks,,,,,,,,,,,,,
2169,turtle,Food & Drinks,,,,,,,,,,,,,
2170,udi's,Food & Drinks,,,,,,,,,,,,,
2171,van's,Food & Drinks,,,,,,,,,,,,,
2172,vanilla extract,Food & Drinks,,,,,,,,,,,,,
2173,veal,Food & Drinks,,,,,,,,,,,,,
2174,vegetable juice,Food & Drinks,,,,,,,,,,,,,
2175,vegetable juice cocktail,Food & Drinks,,,,,,,,,,,,,
2176,vegetable oil,Food & Drinks,,,,,,,,,,,,,
2177,vegetable oil-butter spread,Food & Drinks,,,,,,,,,,,,,
2178,vegetables,Food & Drinks,,,,,,,,,,,,,
2179,vegetarian fillets,Food & Drinks,,,,,,,,,,,,,
2180,vegetarian meatloaf or patties,Food & Drinks,,,,,,,,,,,,,
2181,veggie burgers or soyburgers,Food & Drinks,,,,,,,,,,,,,
2182,vermicelli,Food & Drinks,,,,,,,,,,,,,
2183,vinegar,Food & Drinks,,,,,,,,,,,,,
2184,vinespinach,Food & Drinks,,,,,,,,,,,,,
2185,vital wheat gluten,Food & Drinks,,,,,,,,,,,,,
2186,vitasoy usa,Food & Drinks,,,,,,,,,,,,,
2187,vitasoy usa azumaya,Food & Drinks,,,,,,,,,,,,,
2188,vitasoy usa nasoya,Food & Drinks,,,,,,,,,,,,,
2189,vitasoy usa organic nasoya,Food & Drinks,,,,,,,,,,,,,
2190,vitasoy usa organic nasoya sprouted,Food & Drinks,,,,,,,,,,,,,
2191,waffle,Food & Drinks,,,,,,,,,,,,,
2192,waffles,Food & Drinks,,,,,,,,,,,,,
2193,walrus,Food & Drinks,,,,,,,,,,,,,
2194,wasabi,Food & Drinks,,,,,,,,,,,,,
2195,water,Food & Drinks,,,,,,,,,,,,,
2196,water convolvulus,Food & Drinks,,,,,,,,,,,,,
2197,waterchestnuts,Food & Drinks,,,,,,,,,,,,,
2198,watercress,Food & Drinks,,,,,,,,,,,,,
2199,watermelon,Food & Drinks,,,,,,,,,,,,,
2200,waxgourd,Food & Drinks,,,,,,,,,,,,,
2201,wend'ys,Food & Drinks,,,,,,,,,,,,,
2202,wendy's,Food & Drinks,,,,,,,,,,,,,
2203,whale,Food & Drinks,,,,,,,,,,,,,
2204,wheat,Food & Drinks,,,,,,,,,,,,,
2205,wheat bran,Food & Drinks,,,,,,,,,,,,,
2206,wheat flour,Food & Drinks,,,,,,,,,,,,,
2207,wheat flours,Food & Drinks,,,,,,,,,,,,,
2208,wheat germ,Food & Drinks,,,,,,,,,,,,,
2209,whey,Food & Drinks,,,,,,,,,,,,,
2210,whipped cream substitute,Food & Drinks,,,,,,,,,,,,,
2211,whipped topping,Food & Drinks,,,,,,,,,,,,,
2212,whiskey sour mix,Food & Drinks,,,,,,,,,,,,,
2213,wild rice,Food & Drinks,,,,,,,,,,,,,
2214,willow,Food & Drinks,,,,,,,,,,,,,
2215,winged bean,Food & Drinks,,,,,,,,,,,,,
2216,winged bean leaves,Food & Drinks,,,,,,,,,,,,,
2217,winged bean tuber,Food & Drinks,,,,,,,,,,,,,
2218,winged beans,Food & Drinks,,,,,,,,,,,,,
2219,wocas,Food & Drinks,,,,,,,,,,,,,
2220,wonton wrappers (includes egg roll wrappers),Food & Drinks,,,,,,,,,,,,,
2221,yachtwurst,Food & Drinks,,,,,,,,,,,,,
2222,yam,Food & Drinks,,,,,,,,,,,,,
2223,yambean (jicama),Food & Drinks,,,,,,,,,,,,,
2224,yardlong bean,Food & Drinks,,,,,,,,,,,,,
2225,yardlong beans,Food & Drinks,,,,,,,,,,,,,
2226,yautia (tannier),Food & Drinks,,,,,,,,,,,,,
2227,yeast extract spread,Food & Drinks,,,,,,,,,,,,,
2228,yellow rice with seasoning,Food & Drinks,,,,,,,,,,,,,
2229,yogurt,Food & Drinks,,,,,,,,,,,,,
2230,yogurt parfait,Food & Drinks,,,,,,,,,,,,,
2231,yokan,Food & Drinks,,,,,,,,,,,,,
2232,zwieback,Food & Drinks,,,,,,,,,,,,,
